Created At,Text,Geo Coordinates.latitude,Geo Coordinates.longitude,User Location,Username,User Screen Name,Retweet Count,label,Observação,Id
Tue Jan 03 14:08:09 +0000 2017,Governo anuncia ensino integral em três escolas estaduais do Triângulo https://t.co/3X9kktUK8d,,,,Eellen Bittencurt,EllenBittenc,0,Positivo,,5435
Wed Jan 04 20:41:16 +0000 2017,"RT @UOL: Custaram R$ 21,8 milhões: Mesmo em calamidade, governo de MG compra mais dois helicópteros https://t.co/T36jGfw2mT",,,Brasil,Coala,Coala_,53,Negativo,,4364
Fri Jan 06 21:19:40 +0000 2017,"Sou aquela pessoa que precisei mudar de estado, pra perceber como não existe lugar mais acolhedor do que Minas Gerais. Amo essa porra. �",,,"Pará de Minas, Brasil",leticia,ltcglv,0,Neutro,,4790
Fri Feb 03 10:32:08 +0000 2017,Araxá recebe novas doses da vacina contra febre amarela https://t.co/wQF1WvnxZm,,,,G1 MG,g1mg,0,Positivo,,5894
Mon Jan 23 14:36:37 +0000 2017,Polícia Civil apresenta dupla presa por tráfico de drogas em Patrocínio https://t.co/WFD7WF2FmJ #OperaçãoBetaLab https://t.co/uNXnL78s9G,,,,Kelly,KellyKaroll,0,Positivo,,7100
Tue Jan 24 15:46:19 +0000 2017,Presídio em Minas adota novo modelo e consegue recuperar 60% dos presos https://t.co/J2c9s2MQfl,,,Always lost in stereo. ,Camila,milav_,0,Positivo,,7211
Wed Jan 04 21:10:28 +0000 2017,RT @folha: BB avisa Justiça que governo de MG não tem recursos em conta judicial https://t.co/xZFKoIK1Ih,,,,ana cristina,anaalmeidaca38,40,Negativo,,3373
Thu Jan 05 14:21:20 +0000 2017,E governo ainda quer indenizar a família dos bandidos? @STF_oficial @MichelTemer #PresoTemQueTrabalhar Indeniza ess… https://t.co/cXyBgdlaTN,,,,Graça Azeredo,azeredo_mg,2,Neutro,,844
Sat Feb 11 22:28:06 +0000 2017,Betim e Contagem vacinam população contra a febre amarela https://t.co/3y3e7kcDLr https://t.co/l0DR6Ti9fX,,,São Joquim de Bicas,Henrique,junior_code,0,Positivo,,5953
Thu Jan 05 10:46:01 +0000 2017,"RT @AnaPaulaVolei: Mais 2 helicópteros!!A cara de pau e a canalhice ainda só ñ são maiores q a calamidade financeira q vive o estado.

 htt…",,,,dougsan1976 .`.,dougsan1976,444,Negativo,,2344
Wed Jan 04 20:19:44 +0000 2017,"RT @Estadao: Em calamidade financeira, MG compra dois helicópteros https://t.co/VzvU4VQumR https://t.co/iXi3fGq5L7",,,MIR - MACAE'- RJ,Luciane Costa,lucianecosta12,245,Negativo,,3181
Sat Jan 07 03:29:49 +0000 2017,"I'm at franguinho do alex in Governador Valadares, MG https://t.co/ETFke8xCOA",-41.96697566,-18.88346261,Governador Valadares,Miriam Gonçalves,MiMimidias1,0,Neutro,,1416
Thu Jan 05 00:08:46 +0000 2017,"BB e governo de Minas travam disputa sobre depósitos judiciais 

https://t.co/UZmWl3LKZz",,,"Rio de Janeiro, Brasil",Nelson Carvalheira,N_Carvalheira,2,Negativo,,596
Thu Jan 05 10:10:46 +0000 2017,"I'm at Correa de Almeida in Correa de Almeida, Estado de Minas Gerais https://t.co/aKMNTIHJdL",-43.62664210000001,-21.29955149,brasil,dudu Tim BETA #SDV,duduorigem,0,Neutro,,1395
Mon Jan 09 17:55:28 +0000 2017,"New post: ""Arma e drogas são apreendidas pela PM em baile funk em Januária"" https://t.co/5cD3a0Pvva",,,,Camila Maciel Serrão,CamilaMacielSer,0,Positivo,,6432
Wed Jan 04 19:21:40 +0000 2017,"Em calamidade financeira, governo de MG compra dois helicópteros https://t.co/k6lI02jDlM by #VEJA via @c0nvey",,,"Fortaleza, Ceará",Pedro Freitas,freitaspedroh,0,Negativo,,985
Mon Jan 09 16:29:16 +0000 2017,Capital Teresina Funed investiga cinco mortes por suspeita de febre amarela em Minas Estado de Minas A Fundação… https://t.co/HsgSxLsa82,,,Lisboa [Portugal],Ella,EllaIDK,0,Neutro,,641
Fri Jan 06 00:36:19 +0000 2017,Governador De Minas Se Defende Em Redes Sociais Por Levar Filho Em Festa No Helicópero Do Estado: https://t.co/gJlGuK1a7w via,,,,lindonjonhson43,lindonvirtual,0,Negativo,,1165
Wed Jan 04 20:18:40 +0000 2017,RT @UOLNoticias: Governo em calamidade financeira: BB avisa Justiça que Minas não tem recursos https://t.co/jeSVB62tyo,,,Sao Paulo Brasil,João Campos,jprcampos,9,Negativo,,4515
Fri Jan 06 10:03:47 +0000 2017,"I'm at Rio Maia in Governador Valadares, Minas Gerais w/ @tue_nunes07 @newrandley @perpetuosocor @brenasunshine https://t.co/v89PBu0WHn",,,"Belo Horizonte, Brasil",Gleice #MAFIA#SDV,sytambalejy,3,Neutro,,1479
Fri Feb 03 11:40:40 +0000 2017,"RT @em_com: Secretário de Saúde afirma que novos casos de #FebreAmarela em Minas estão em declínio
https://t.co/Duwuhr7Y9o https://t.co/DVy…",,,Brasil,Daniela R.J. Freitas,Freitas_DRJ,2,Positivo,,5911
Tue Jan 24 23:16:31 +0000 2017,Presídio em Minas adota novo modelo e consegue recuperar 60% dos presos https://t.co/5ADRL1wOvn,,,,Thaís,thas_almeida,0,Positivo,,7170
Fri Feb 10 18:04:15 +0000 2017,RT @Hugotim1: #timbeta #globo Betim e Contagem intensificam vacinação contra febre amarela neste sábado https://t.co/MMKc5BCTG4 #OperacaoBe…,,,Governador Valadares ,Luis Fernando Costa,LuizFergv,4,Positivo,,5993
Thu Jan 05 16:06:02 +0000 2017,"@madeleinelacsko Em MG e SP,o Estado tem razoável controle sobre o sistema prisional,c órgãos d adimnistração penitenciária bem estruturados",,,Caratinga-MG,dário júnior,dariojjunior,0,Positivo,,226
Thu Jan 05 23:04:38 +0000 2017,"@esd4n ninguno, a decir verdad he estado con minas peores",,,"Junín, Argentina",Chuck Bass,Fotografiamela,0,Neutro,,174
Sat Jan 07 20:27:08 +0000 2017,"Chuva alaga e fecha estação Jardim São Paulo do Metrô, na zona ... - Estado de Minas https://t.co/GtwFhwsdSe",,,,Catarina Rosa,CatarinaRosa12,0,Neutro,,653
Wed Jan 04 18:36:08 +0000 2017,Minas tenta negociar nova suspensão do pagamento de dívida com a União https://t.co/D6FiX1i5Ak via @UOLNoticias @UOL,,,Brasil,S. P. Tonolli,sptonp,0,Neutro,,1755
Mon Jan 09 09:01:22 +0000 2017,"tt Superávit comercial da Alemanha sobe a 21,7 bilhões de euros em novembro - Estado de Minas https://t.co/RNoNIvTcC1",,,Brasil,RODRIGO PIEKARSKI,pesao_47,0,Neutro,,4893
Sun Jan 22 12:39:24 +0000 2017,"RT @OGloboPolitica: Presídio em Minas adota novo modelo e consegue recuperar 60% dos presos.
https://t.co/82tyxIrCW9 https://t.co/1imuf9X85A",,,Itaboraí / Resende - RJ,Flávio Motta,flaviomottas,36,Positivo,,7317
Wed Jan 04 20:30:39 +0000 2017,"RT @RevistaISTOE: Mesmo em ‘calamidade financeira’, governo de Fernando Pimentel em MG compra mais dois helicópteros. https://t.co/vAdSKiBh…",,,BRASIL,JULIA,July_west,147,Negativo,,4168
Mon Jan 23 15:42:08 +0000 2017,@PMMG190 - Januária - PM prende autor de roubo e recupera um veículo furtado https://t.co/FhQbUnAGN4,,,Minas Gerais,POLÍCIA MILITAR MG,pmmg190,0,Positivo,,6875
Sat Jan 07 22:32:51 +0000 2017,@AlbertoLage @rebeldescalca @YouTube quero ver a desculpa quando ele ganhar uma boquinha no governo de Minas,,,MG-Brasil,mineirinho,aristotelesc_,0,Negativo,,136
Wed Jan 04 17:29:01 +0000 2017,Motoristas e cobradores manifestam contra insegurança em Juiz de Fora https://t.co/w8sLloUihZ #G1 https://t.co/SBLA07r7jc,,,Brasil,A Informação,AInformacao,0,Positivo,,6427
Thu Jan 05 00:21:59 +0000 2017,"RT @AnaPaulaVolei: Mais 2 helicópteros!!A cara de pau e a canalhice ainda só ñ são maiores q a calamidade financeira q vive o estado.

 htt…",,,LONDRINA-PR                   ,BENTO BRUDER,BEBRUDER,444,Negativo,,2283
Tue Jan 03 13:53:21 +0000 2017,Governo anuncia ensino integral em três escolas estaduais do Triângulo https://t.co/zfmxI1O2RF https://t.co/hL55xp94Px,,,Belo Horizonte - Minas Gerais,Marcelo Rezende,Televans,0,Positivo,,5412
Wed Jan 04 20:01:28 +0000 2017,"RT @UOLNoticias: Custaram R$ 21,8 milhões: Mesmo em calamidade, governo de MG compra mais dois helicópteros https://t.co/ijUc1AmjLZ",,,"BH, MG",Joaquim Jr,jteojunior,141,Negativo,,4448
Fri Jan 06 14:59:08 +0000 2017,"RT @MPCPE: Mesmo em calamidade financeira, Estado de Minas compra mais dois helicópteros https://t.co/cyIYNkbT4I",,,Brasil,ALEPE Em OFF,AssembleiadePE,8,Negativo,,3815
Sat Jan 07 06:54:38 +0000 2017,"Com três anos, presídio privado em Minas Gerais não teve rebeliões https://t.co/PzbxFxhed4  #DilmaSabiaDeTudo https://t.co/TKAhVE9gsq",,,Campo Grande-MS,Wudson Paschoalino,Wudson_,0,Positivo,,6236
Wed Jan 04 20:46:33 +0000 2017,"RT @adilsonjr11: Mesmo em calamidade financeira, governo de MG compra mais dois helicópteros. Papai Pilantrel https://t.co/Nd57r5F6Z3 via @…",,,"Florianópolis, Brasil",Marcos Goulart,MarcosGoulart__,11,Negativo,,2232
Fri Jan 06 09:56:58 +0000 2017,"O lugarzinho quente #governador #valadares #mg #BLOGDOADILSON @ Governador Valadares, Minas Gerais https://t.co/2WREi94cbP",-41.9333,-18.85,Brasil,@BlogdoAdílson,BlogdoAdilson,0,Neutro,,1890
Sun Feb 05 13:09:01 +0000 2017,RT @governomg: Empresa de lacres de segurança emprega detentas gestantes na RMBH. https://t.co/eHzVf7LJpg https://t.co/wRebdXHgHe,,,"Contagem, Brazil",Presleyson Lima,presleyson,2,Positivo,,7754
Thu Feb 09 15:28:26 +0000 2017,BRASIL: Polícia em MG apresenta rapaz que recebia drogas sintéticas via correios https://t.co/QbZFDRrPJZ… https://t.co/inwTT20DOr,,,"Rio de Janeiro, Brasil",�️Repórter 24 Horas,Reporter24Horas,0,Positivo,,7829
Mon Jan 23 09:50:22 +0000 2017,Cão da PM encontra drogas e homem é preso em Montes Claros https://t.co/zEiVFK5x1m,,,Salvador/Ba,#Lost_in_Life,cristianomcruz,0,Positivo,,6930
Mon Jan 09 19:33:04 +0000 2017,Oposição venezuelana declarará Maduro em 'abandono de cargo' pela crise - Estado de Minas https://t.co/iueTTN5rs7,,,,Lenilda Miranda,nilda_ap,0,Neutro,,1930
Wed Jan 04 21:16:37 +0000 2017,"Custaram R$ 21,8 milhões: Mesmo em calamidade, governo de MG compra mais... https://t.co/iL48eErFLa by #marcielbmoreira via @c0nvey",,,"Belo Horizonte, Brasil",Thiago Londres,zeferino_thiago,0,Negativo,,785
Thu Jan 05 01:38:59 +0000 2017,"RT @EstadaoPolitica: Em calamidade financeira, governo de Minas Gerais compra mais dois helicópteros https://t.co/Xz79vBreX9 https://t.co/H…",,,Petrolina-PE,Pr. Emanuel Alirio,aliriopetrolina,59,Negativo,,3226
Sun Jan 08 16:34:13 +0000 2017,Atentados suicidas contra mercados em Bagdá fazem ao menos 18 mortos - Estado de Minas https://t.co/Cr95oPcxS4,,,,Lenilda Miranda,nilda_ap,0,Neutro,,445
Wed Jan 04 23:59:27 +0000 2017,"RT @AnaPaulaVolei: Mais 2 helicópteros!!A cara de pau e a canalhice ainda só ñ são maiores q a calamidade financeira q vive o estado.

 htt…",,,Nordeste,Juliana,ajulysantos,444,Negativo,,2561
Sun Jan 08 11:48:08 +0000 2017,Crime organizado é disputado por 27 facções no País - Estado de Minas https://t.co/Nh1Lgyarfl,,,"Rio de Janeiro, Brazil",newsa.com Brasil,newsaBRASIL,0,Neutro,,730
Wed Jan 04 23:00:09 +0000 2017,"Estilo petista de governar
Banco do Brasil cobra de Minas R$ 1,5 bilhão em depósitos judiciais https://t.co/iBSSW3UJte",,,Santos - SP,Maria Gomes Caseiro,mariagcas,0,Negativo,,1105
Thu Feb 09 00:23:21 +0000 2017,Pimentel anuncia R$ 26 milhões para o combate da febre amarela em MG https://t.co/imvGlNtwpH https://t.co/9BkXhID24v,,,NYC,Elnora Kiewiet,Elnora_Kiewiet,0,Positivo,,5972
Thu Jan 05 19:17:43 +0000 2017,"RT @AnjokaMaximo: @o_antagonista  Põe na conta do @STF_oficial 
que não cumpriu seu papel de afastar Pimentel.
o Estado de MG pode cobrar T…",,,"São Paulo, Brasil",bruno francisco karb,BrunoKarb,42,Neutro,,2602
Thu Jan 05 11:58:25 +0000 2017,"RT @AnaPaulaVolei: Mais 2 helicópteros!!A cara de pau e a canalhice ainda só ñ são maiores q a calamidade financeira q vive o estado.

 htt…",,,"Brasília, Brasil",Rodrigo,rodrigomr316,444,Negativo,,2352
Wed Feb 08 11:13:11 +0000 2017,Caminhoneiro suspeito de forjar roubo de carga é preso em Araxá https://t.co/7lYCqOBeNc,,,,Jefferson,jeffersonns3,0,Positivo,,7852
Wed Jan 04 22:09:16 +0000 2017,"RT @rafaelpguy: Mesmo em calamidade financeira, governo de MG compra mais dois helicópteros https://t.co/L1V8gCcF9N via @UOLNoticias @UOL",,,Belo Horizonte,Leo Brito,LeoBrito07,1,Negativo,,4051
Tue Jan 03 14:10:28 +0000 2017,Governo anuncia ensino integral em três escolas estaduais do Triângulo https://t.co/yKGERRkjZS,,,Salvador/Ba,#Lost_in_Life,cristianomcruz,0,Positivo,,5436
Sun Jan 08 19:18:29 +0000 2017,RT @cyrusxotao: 42- o japão é menor do que o estado de minas gerais. https://t.co/QNLUhWQzIS,,,"rk,is,do,gg,twi,tmr,series,sm",amanda loves shawn,dyIanoxbrien,607,Neutro,,2972
Thu Jan 05 22:07:40 +0000 2017,"I'm at Maria Eugênia in Governador Valadares, MG w/ @sytambalejy @newrandley @selma_ferraz @fuser_jp @lawrenlayne https://t.co/bOCWaszSgp",-41.95142441,-18.83682858,"Governador Valadares, Brasil",welington #MAFIASDV,tue_nunes07,1,Neutro,,1448
Thu Jan 05 06:00:13 +0000 2017,"RT @UOLNoticias: Custaram R$ 21,8 milhões: Mesmo em calamidade, governo de MG compra mais dois helicópteros https://t.co/ijUc1AmjLZ",,,Japão,Ade Mergarita,AdeMergarita,141,Negativo,,4415
Thu Jan 26 18:50:27 +0000 2017,Campanha de imunização contra febre amarela está a todo vapor: https://t.co/0nrhWyLCZ2 https://t.co/4hkCoNJSpP,,,,Prefeitura Municipal,pmbdmg,0,Positivo,,5584
Wed Jan 04 20:11:44 +0000 2017,"RT @UOLNoticias: Custaram R$ 21,8 milhões: Mesmo em calamidade, governo de MG compra mais dois helicópteros https://t.co/ijUc1AmjLZ",,,Belo Horizonte,Mauro Matarazzo,Mauro_Matarazzo,141,Negativo,,4456
Sat Jan 07 00:07:20 +0000 2017,"RT @oficialmchariel: Fui parar em contagem, estado de minas e dahora",,,+5513,sté �,stehcamposs,22,Neutro,,3903
Thu Jan 05 04:30:40 +0000 2017,"RT @AnaPaulaVolei: Mais 2 helicópteros!!A cara de pau e a canalhice ainda só ñ são maiores q a calamidade financeira q vive o estado.

 htt…",,,"Rio de Janeiro, Brasil",Tereza Cristina,yec_terrza,444,Negativo,,2324
Mon Jan 09 20:00:43 +0000 2017,"@lancenet aqui em Minas nenhum dos grandes portais (itatiaia, superesportes, Estado de Minas) noticia isso. Até os setoristas desconhecem",,,"Belo Horizonte, Brazil",Douglas Ribeiro,douglasiks,0,Neutro,,215
Wed Jan 04 21:44:09 +0000 2017,"RT @UOLNoticias: Custaram R$ 21,8 milhões: Mesmo em calamidade, governo de MG compra mais dois helicópteros https://t.co/ijUc1AmjLZ",,,São Paulo,Antonio Carlos,antoniocarlos_m,141,Negativo,,4491
Thu Jan 05 08:57:13 +0000 2017,Homem é preso em Sabará suspeito de estupro e roubo de celular https://t.co/GV489uPA2e #SomosTodosDilma #Raynniere #BuyRaynniereOnItunes,,,,Raynniere Makepeace,itsRaynniere,0,Positivo,,6341
Wed Feb 08 11:09:03 +0000 2017,Caminhoneiro suspeito de forjar roubo de carga é preso em Araxá https://t.co/bUjaS5obiA https://t.co/33HtVSSVZz,,,"Belo Horizonte, Brasil",Nivaldo Silva,tvonlinenopc,0,Positivo,,7858
Sat Feb 04 12:30:13 +0000 2017,Ônibus carregado de drogas é flagrado na MG-353; motorista é preso https://t.co/XEqIryNzzX #OperaçãoBetaLab https://t.co/pddfYh4Nb3,,,,Kelly,KellyKaroll,0,Positivo,,7731
Thu Jan 05 11:36:08 +0000 2017,"RT @AnaPaulaVolei: Mais 2 helicópteros!!A cara de pau e a canalhice ainda só ñ são maiores q a calamidade financeira q vive o estado.

 htt…",,,♥ PALMEIRAS MINHA PAIXÃO ♥,Helena Fantini SEP ♥,helenafantini,444,Negativo,,2349
Mon Jan 09 09:13:23 +0000 2017,"I'm at Sorveteria do molhado in Governador Valadares, Minas gerais w/ @tue_nunes07 @andreacorreia9 @amandassantosm https://t.co/84HLhB215T",,,"Belo Horizonte, Brasil",Gleice #MAFIA#SDV,sytambalejy,1,Neutro,,1496
Fri Jan 06 00:58:54 +0000 2017,"Que le das mg a mi estado gato, bue",,,Zapiola City,☜Λ☞ndrea,VillalbaAndreaa,0,Neutro,,2141
Thu Jan 05 19:28:11 +0000 2017,"@dibiaseneves vão se apaixonar pelo melhor estado do Brasil e pelo MAIOR de MG, sejam bem vindos a BH. #cruzeirosempre #maiordeminas",,,Belo Horizonte,Ronyer,RonyerCruGeo,0,Neutro,,163
Thu Jan 05 01:28:22 +0000 2017,"RT @StanleyGusman: Mesmo em calamidade financeira, governo de MG compra mais dois helicópteros via @UOLNoticias @UOL  https://t.co/gjpUnTrN…",,,"Belo Horizonte, Brasil",Mov.Brasil Livre BH,MBLivreBH,3,Negativo,,4275
Fri Jan 06 20:30:16 +0000 2017,"Corpo em estado de decomposição é encontrado em Poços de Caldas, MG https://t.co/qZvwRXWkGf",,,,G1 MG,g1mg,0,Neutro,,716
Thu Jan 05 04:12:49 +0000 2017,@MrSincero_ @klyfor @MBLivre @MBLivreBH Minas foi governada de 2003 a 2014 pelo PSDB e você quer fazer acreditar que Pimentel faliu o estado,,,São Paulo,Nathalia,nathalia_qga,0,Positivo,,245
Thu Jan 05 13:45:38 +0000 2017,"RT @TransitoBH: PRF flagra mais de 1,2 mil motoristas acima da velocidade em um dia na BR-040 - Gerais - Estado de Minas https://t.co/SiXp1…",,,"Belo Horizonte, Minas Gerais",Davi Rocha,davijrocha,6,Neutro,,4321
Thu Jan 05 11:49:11 +0000 2017,RT @AntonioSous: Via @estadao: Governo de Minas Gerais compra mais dois helicópteros -  https://t.co/dNMvSEaDJO,,,Sao Paulo=Brasil,Gislene Tanaka,Gislenetanaka,4,Negativo,,2629
Thu Jan 05 13:27:51 +0000 2017,@Leisparaquem @portalfab sinto muito. existem outras prioridades.  o governador de Minas precisa transportar seus pimpolhos,,,"porto alegre, rs brasil",feliz 2017,jairolog,0,Negativo,,217
Mon Jan 09 12:12:20 +0000 2017,RT @carlinibh: Anel e metrô de BH não terão investimentos em 2017 - Politica - Estado de Minas https://t.co/d6U2NPoIt7,,,,TV_Verdade,TV_verdade,2,Positivo,,2807
Tue Jan 24 11:36:12 +0000 2017,Homem é preso com réplica de pistola após roubo em Montes Claros https://t.co/FVIjIByPgn,,,Manaus-Amazonas,fabricio moraes,fabriciomoraes9,0,Positivo,,6997
Thu Jan 05 09:43:16 +0000 2017,"RT @AnaPaulaVolei: Mais 2 helicópteros!!A cara de pau e a canalhice ainda só ñ são maiores q a calamidade financeira q vive o estado.

 htt…",,,"Goiânia, Brasil",Jeff o poeta triste.,JFCC__,444,Negativo,,2334
Mon Jan 23 23:59:42 +0000 2017,RT @uuntparticular: Presídio em Minas adota novo modelo e consegue recuperar 60% dos presos https://t.co/4H20O3TNrR,,,,Marcelo,D0Emedula,5,Positivo,,7359
Sat Feb 11 15:22:17 +0000 2017,Três adolescentes são apreendidos por tráfico de drogas em Ipatinga https://t.co/qqU4Rc5wjm,,,,G1 Vales de Minas,g1valesdeMinas,0,Positivo,,8159
Tue Jan 10 04:51:13 +0000 2017,Así como cuando le dan mg a un estado viejísimo tuyo,,,"Florida, USA",« Kєℓℓy Dαhιαηα' ♡,KellyDahiana4,0,Neutro,,423
Fri Jan 06 19:58:24 +0000 2017,"RT @JulioBevione: La prosperidad, antes de ser material es un estado de conciencia #Frasedehoy #Quotes https://t.co/ferWubYfJO",,,,Maria Gabriela Theis,MG_Theis,24,Neutro,,3663
Wed Jan 04 19:11:50 +0000 2017,"RT @exame: Em calamidade financeira, governo de MG compra mais helicópteros > https://t.co/6uyDUO3WTT https://t.co/kEKVqvu0wT",,,"Sao Paulo, Brasil",Rosaura Nanini,RosauraNanini,38,Negativo,,3260
Thu Jan 05 15:14:14 +0000 2017,#beta #betalab #mg Ex-presidente da Câmara: Justiça suíça vê 'indícios concretos' contra… https://t.co/fwuwi8S4oD… https://t.co/w1W2SaN172,,,,Guilherme # Beta,guilhermecorde,0,Neutro,,43
Fri Feb 10 19:42:16 +0000 2017,Governo de Minas entrega 401 veículos para o transporte de alunos da rede pública de ensino -… https://t.co/jpe2u4rBIa,,,Ipatinga MG,Diário do Aço,diarioaco,1,Positivo,,5502
Wed Jan 04 19:41:51 +0000 2017,"RT @Estadao: Em calamidade financeira, MG compra dois helicópteros https://t.co/VzvU4VQumR https://t.co/iXi3fGq5L7",,,São paulo,Flavia Brina,Vinha10,245,Negativo,,3172
Sun Jan 29 18:45:00 +0000 2017,Agricultores são vacinados contra a febre amarela no ES e em MG https://t.co/Y2OspAwcAu,,,,Izaac TimBeta,martins_izaac,0,Positivo,,5579
Thu Feb 02 21:21:43 +0000 2017,Operação contra furto e roubo é realizada em Patos de Minas https://t.co/yVeAaQsdbk https://t.co/R4G0bjsWTk,,,,RADIO PONTO NET,radiopontonet,0,Positivo,,7536
Thu Jan 05 09:16:44 +0000 2017,"No dia 06 de dezembro de 2016, o governador de Minas Gerais, Fernando Pimentel (PT) decretou calamidade... https://t.co/kC9i1vUatf",,,"Uberaba, Minas Gerais",Nilo Peçanha Santos,pecanha_nilo,0,Negativo,,1847
Thu Jan 05 17:38:26 +0000 2017,"RT @AnaPaulaVolei: Mais 2 helicópteros!!A cara de pau e a canalhice ainda só ñ são maiores q a calamidade financeira q vive o estado.

 htt…",,,,Maninho,maninhogrosso,444,Negativo,,2386
Mon Jan 09 19:47:50 +0000 2017,RT @cyrusxotao: 42- o japão é menor do que o estado de minas gerais. https://t.co/QNLUhWQzIS,,,,mi loves polly,cgrimestan,607,Neutro,,2931
Fri Jan 06 02:43:32 +0000 2017,"RT @alexvillacar: Mal los saqueos a comercios, peor los orquestados por el estado. ¿Y los saqueos a las minas, a PEMEX y al erario? ¿Esos n…",,,"Morelos, México",oly,chocopelusa24,10,Neutro,,2256
Thu Jan 05 12:40:33 +0000 2017,@PMMG190 - 71ª CIA PM APREENDE DROGAS E COLETES BALÍSTICOS https://t.co/pYhnKaJEWT,,,Minas Gerais,POLÍCIA MILITAR MG,pmmg190,0,Positivo,,6090
Fri Jan 06 10:16:04 +0000 2017,RT @carlinibh: ONU expulsa integrantes que dançaram com guerrilheiros da Farc no réveillon - Internacional - Estado de Minas https://t.co/e…,,,"ÜT: -22.81454,-43.244225",peresfilho,peresfilho,2,Neutro,,2841
Thu Jan 05 14:11:47 +0000 2017,E governo ainda quer indenizar a família dos bandidos? @STF_oficial @MichelTemer #PresoTemQueTrabalhar @GloboNews https://t.co/UGa7UXMYpX,,,,Graça Azeredo,azeredo_mg,1,Neutro,,840
Thu Jan 05 13:46:11 +0000 2017,E governo ainda quer indenizar a família dos bandidos? @STF_oficial @MichelTemer #PresoTemQueTrabalhar....... https://t.co/8PXRJ68ay9,,,,Graça Azeredo,azeredo_mg,0,Neutro,,868
Wed Jan 04 18:58:36 +0000 2017,Superlotação aumenta o risco em presídios do Norte de Minas - Gerais - Estado de Minas https://t.co/T2ZXPUIoqq,,,Vespasiano - MG,Eder Rodrigo,EderRodrigo,1,Negativo,,4809
Thu Jan 05 02:45:48 +0000 2017,"RT @edmilsonpapo10: Após decretar falência do Estado de Minas, Pimentel tá comprando mais 2 helicópteros...
Teremos mtos feriados em 2017..…",,,,Beta,Betacpm,157,Negativo,,3065
Thu Jan 05 03:48:35 +0000 2017,RT @vemprarua: Arroz de terceira!     BB avisa Justiça que governo de MG não tem recursos em conta judicial https://t.co/SZtiWxZtKt,,,francisco sá mg,Adailson santos,Adailson26sant,6,Negativo,,4625
Sun Feb 05 10:02:41 +0000 2017,Menor é detido com drogas e balança de precisão em Montes Claros https://t.co/ABHqQh2yKX https://t.co/3mW0uQSjyq,,,"Fortaleza,Ceará/Brasil",Antonio Martins,AntonioFortal,0,Positivo,,7683
Thu Jan 05 20:20:32 +0000 2017,RT @ninadeabreuc: Shopping que cobrar estacionamento em BH vai pagar multa de R$ 15 mil - Economia - Estado de Minas https://t.co/X0EPvVhxgk,,,Rio Janeiro - Brasil,wellington campos,wellingcampos,20,Neutro,,3853
Fri Jan 06 10:27:20 +0000 2017,#beta #betalab #mg Pedido ao STF irritou Meirelles: Governo ameaça suspender aval para… https://t.co/cHJbFIKAOY… https://t.co/uSTdKS5mCn,,,,Guilherme # Beta,guilhermecorde,0,Neutro,,54
Wed Jan 04 22:46:08 +0000 2017,"Custaram R$ 21,8 milhões: Mesmo em calamidade, governo de MG compra mais dois... https://t.co/274rnzkAd7 by #UOLNoticias via @c0nvey",,,,Nadege,cintranadege,0,Negativo,,739
Mon Jan 09 12:58:26 +0000 2017,"RT @jeffs_araujo35: Ele mostra como o presídio de Ribeirão das Neves, em MG, poderia ser um modelo para o Brasil inteiro.",,,,4x3,ricanani,1,Positivo,,6608
Tue Jan 31 23:22:01 +0000 2017,POLICIA MILITAR RECUPERA CARGA DE CAFÉ E PRENDE AUTOR DE ROUBO EM IBIÁ/MG https://t.co/5u6XtYTmmy,,,BH MG,Blog da Renata MG,blogdarenatabh,0,Positivo,,7549
Tue Jan 03 13:05:03 +0000 2017,"Após denúncia, PM apreende drogas, munição e armas em Araxá  https://t.co/OxWHQq2pKR",,,,Daniel Araujo #beta,danaraujjobeta,0,Positivo,,6180
Sat Jan 07 13:59:59 +0000 2017,"RT @JornalOGlobo: Com três anos, presídio privado em Minas Gerais não teve rebeliões. https://t.co/GHIgjP21c2 https://t.co/ag3VCTfCbl",,,"Porto Alegre, RS, Brasil",Daniel Iserhard,iserhard,85,Positivo,,6622
Wed Jan 04 22:01:49 +0000 2017,"RT @CAASCORPION: Depois de decretar “calamidade financeira”, governo de Minas gasta mais R$ 21 milhões em helicópteros https://t.co/NSVIp1s…",,,"Navegantes, Santa Catarina",izabel meurer,izabelmeurer,24,Negativo,,2780
Tue Feb 07 14:49:41 +0000 2017,Vacinação contra febre amarela é intensificada na zona rural de Uberaba https://t.co/aSw1MQJQzB https://t.co/BO6NT4p7W6,,,"Belo Horizonte, Brasil",Turismo em Vans MG,TurismoVansMG,0,Positivo,,6024
Fri Feb 10 22:53:41 +0000 2017,Homem é preso pela PC em Pirapora suspeito de envolvimento em roubo https://t.co/ixaFOCFDFN,,,,Marcelo #TimBeta,marceloocoura,0,Positivo,,7942
Mon Jan 09 21:00:03 +0000 2017,"""Expectativa muito boa. É um professor novo, que tem muito a acrescentar. Espero que 2017 possa ser um ano... https://t.co/r6QJOyNH9h",,,,Voz do Galo,Voz_doGalo,1,Positivo,,5343
Sat Jan 07 15:41:10 +0000 2017,Síria: 43 pessoas morrem em explosão de carro-bomba em mercado lotado - Estado de Minas https://t.co/EKIUGT7dsl… https://t.co/CQNunDrb1b,,,Brasil,News JS Brasil,newsjsbr,0,Neutro,,4780
